CodFrota;descricao_especialidade;descricao_especialidadeAgrup;descricao_frota
65522;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65523;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65524;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65525;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65526;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65527;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65528;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65529;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR 90X400
65530;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65531;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65532;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65533;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65534;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65535;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65536;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65537;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/400-4R
65538;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350-4R
65539;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350-4R
65540;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65541;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65542;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65543;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL SETORIAL HR G4 140/400
65544;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65545;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65546;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65547;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65548;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65549;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65550;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65551;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65552;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65553;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65554;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65555;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65556;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65557;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65558;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65559;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350-4R
65560;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350-4R
65561;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/450-4R
65562;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65563;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65564;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65565;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65566;EQUIPAMENTO IRRIG - HIDRO ROLL IRRIGACAO;EQUIPAMENTO IRRIG;HIDRO ROLL TURBOMAQ 140/GSV/350 4R
65700;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR SCHULZ S5000TD
65701;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TG38V4
65702;EQUIPAMENTO INDUST - MOTOR GERADOR;EQUIPAMENTO INDUST;MOTOR GERADOR CUMMINS QSX15-G9
65703;EQUIPAMENTO INDUST - MOTOR GERADOR;EQUIPAMENTO INDUST;MOTOR GERADOR CUMMINS C500 D6
65704;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR PERKINS 3152
65705;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO BD 700
65706;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO B4T 710
65707;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO B4T 710
65708;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA D9000I
65709;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TG9000I
65710;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TG8000CXEV-XP
65711;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TG10000CXE-XP
65712;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TDG8500E3DXP
65713;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TWP50SXP
65714;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO BD 717E
65715;EQUIPAMENTO INDUST - MOTOR GERADOR;EQUIPAMENTO INDUST;MOTOR GERADOR MOTOMIL MGG 8000CLE
65716;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR AGCO POWER 320DS
65717;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO B4T 703
65718;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR BRANCO B4T 710
65719;EQUIPAMENTO IRRIG - MOTOR GERADOR;EQUIPAMENTO IRRIG;MOTOR GERADOR TOYAMA TDG8500E3XP
65800;EQUIPAMENTO INDUST - MOTOR ESTACIONARIO;EQUIPAMENTO INDUST;MOTOR ESTACIONARIO MWM 6.12 TCA
65801;EQUIPAMENTO IRRIG - MOTOR ESTACIONARIO;EQUIPAMENTO IRRIG;MOTOR ESTACIONARIO MWM 6.12 TCA
65802;EQUIPAMENTO IRRIG - MOTOR ESTACIONARIO;EQUIPAMENTO IRRIG;MOTOR ESTACIONARIO CUMMINS C500 D6B
65803;EQUIPAMENTO IRRIG - MOTOR ESTACIONARIO;EQUIPAMENTO IRRIG;MOTOR ESTACIONARIO BRANCO B4T 703
66000;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66001;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66002;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR JACTO 800
66003;IMPLEMENTO - GRADAGEM;IMPLEMENTO;GRADE ARADORA MARCHESAN GVMF 20
66004;IMPLEMENTO - GRADAGEM;IMPLEMENTO;GRADE ARADORA MARCHESAN GVMF 20
66005;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66006;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66007;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66008;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66009;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66010;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66011;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66012;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66013;IMPLEMENTO - COBRIDOR;IMPLEMENTO;COBRIDOR DMB 2 LINHAS
66014;IMPLEMENTO - COBRIDOR;IMPLEMENTO;COBRIDOR DMB 2 LINHAS
66015;IMPLEMENTO - GRADAGEM;IMPLEMENTO;GRADE ARADORA CIVEMASA
66016;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHAS
66017;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHA
66018;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHAS
66019;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR STIHL SR 450
66020;IMPLEMENTO - COBRIDOR;IMPLEMENTO;COBRIDOR DMB 2 LINHAS
66021;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC 9P
66022;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC L 450 7H
66023;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC L 450 7H
66024;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA BASCULANTE HIDRAULICA
66025;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA BASCULANTE HIDRAULICA
66026;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA BASCULANTE HIDRAULICA
66027;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CANTERIZADOR 6 HASTES
66028;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR HERBICAT HERBIPLUS
66029;IMPLEMENTO - GRADAGEM;IMPLEMENTO;GRADE 24 DISCOS
66030;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHAS
66031;IMPLEMENTO - CULTIVADOR / QUEBRA LOMBO;IMPLEMENTO;CULTIVADOR DRIA 2 LINHAS
66032;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;ADUBADOR DMB 1250H
66033;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;ADUBADOR DMB 1250H
66034;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA REBOQUE ISIDOC CIA 1502 PQZ-1006
66035;IMPLEMENTO - CULTIVADOR / QUEBRA LOMBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS
66036;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHAS
66037;IMPLEMENTO - SULCADOR;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS
66038;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA INRODA RH1800
66039;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA HIDRAULICA TATU ROP2 1500
66040;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SULCADOR DRIA 2 LINHAS
66041;IMPLEMENTO - TERRACIADOR;IMPLEMENTO;TERRACEADOR 18 D
66042;IMPLEMENTO - TERRACIADOR;IMPLEMENTO;TERRACEADOR BALDAN 26 DISCOS
66043;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC L 450 7H
66044;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DRIA 2 LINHAS
66045;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA BASCULANTE HIDRAULICA
66046;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA HIDRAULICA
66047;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR HERBICAT HERBIPLUS
66048;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 2 LINHAS
66049;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA REBOQUE ISIDOC CIA 1502 RFD-4G45
66050;IMPLEMENTO - GRADAGEM;IMPLEMENTO;GRADE ARADORA MARCHESAN GVMF 20
66051;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66052;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;IMPLEMENTO CANTERIZADOR 6 HASTES
66053;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA REBOQUE ISIDOC CIA 501 QXX-4A19
66054;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66055;IMPLEMENTO - SEPARADOR MAGNETICO;IMPLEMENTO;ELETROIMA BETAMAG
66056;REBOQUE - DOLLY;REBOQUE;REBOQUE RANDON DOLLY QSE-5296
66057;REBOQUE - DOLLY;REBOQUE;REBOQUE RANDON DOLLY QSE-5136
66059;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA STIHL FS 160
66060;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG 75
66061;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR FOCKINK TRIFASICO 112,5KVA
66062;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR FOCKINK TRIFASICO 112,5KVA
66063;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG 75
66064;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;DISTRIBUIDOR ADUBO DMB
66065;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66066;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBO
66067;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE RANDON
66068;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE RANDON
66069;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66070;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66071;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA DISTRIBUICAO WIFI VIA SATELITE
66072;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66073;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66074;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66075;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66076;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR WEG TRIFASICO 225KVA
66077;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66078;REBOQUE - TANQUE;REBOQUE;REBOQUE TANQUE CALDA PRONTA 4.000LT
66079;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA AAA-9999
66080;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA AAA-9999
66081;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA AAA-9999
66082;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA AAA-9999
66083;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA PVG-5723
66084;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA QMU-7100
66085;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA PVK-5574
66086;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA PVK-5606
66087;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA PVE-9I59
66088;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA QMU-7A38
66089;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA QMS-9I76
66090;AREA VIVENCIA - DIVERSOS;AREA VIVENCIA;AREA VIVENCIA PVK-7H84
66091;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CANTERIZADOR 2 LINHAS
66092;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA REBOQUE ISIDOC CIA 1502 PRI-4297
66093;IMPLEMENTO - DIVERSOS;IMPLEMENTO;TOMBADOR CANA
66094;IMPLEMENTO - DIVERSOS;IMPLEMENTO;ASPERSOR IRRIGACAO
66095;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;DISTRIBUIDOR ADUBO KAMAQ SAK 2 DUAL
66096;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66097;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66098;IMPLEMENTO - SULCADOR;IMPLEMENTO;SULCADOR DMB 1 LINHAS
66099;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66100;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66101;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR 240LTS
66102;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR 240LTS
66103;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;PULVERIZADOR 240LTS
66104;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR TRIFASICO 225KVA
66105;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR TRIFASICO 225KVA
66106;IMPLEMENTO - DIVERSOS;IMPLEMENTO;TRITURADOR ADUBO
66107;IMPLEMENTO - DIVERSOS;IMPLEMENTO;TANQUE MISTURADOR VINHACA UREIA 9800LT
66108;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66109;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66110;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66111;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66112;IMPLEMENTO - JARDINAGEM;IMPLEMENTO;TRATOR HUSQVARNA TS138L
66113;IMPLEMENTO - DIVERSOS;IMPLEMENTO;SERRARIA MOVEL MCA 600
66114;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE LIDER CLA 152 RUI-5J40
66115;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE LIDER CLA 152 RUI-5J43
66116;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE LIDER CLA 152 RUP-5C69
66117;IMPLEMENTO - DIVERSOS;IMPLEMENTO;CARRETA REBOQUE LIDER CLA 152 RUS-1E23
66118;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66119;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66120;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;IMPLEMENTO TANQUE BIOLOGICO 600L
66121;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66122;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66123;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66124;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66125;IMPLEMENTO - SEMEADEIRA - (DISTRIB.CANA);IMPLEMENTO;DISTRIBUIDORA CANA ANTONIOSI PDCP 6500
66126;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66127;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66128;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66129;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66130;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CANTERIZADOR 7 HASTES
66131;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA STIHL FS 220
66132;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA STIHL FS 220
66133;IMPLEMENTO - ROCADEIRA;IMPLEMENTO;ROCADEIRA STIHL FS 220
66134;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66135;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66136;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66137;IMPLEMENTO - DIVERSOS;IMPLEMENTO;BETONEIRA RENTAL FORCE 400 MD4
66138;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR TRIFASICO MOVEL 300 KVA
66139;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR GERMEK 300 KVA
66140;EQUIPAMENTO IRRIG - TRANSFORMADOR;EQUIPAMENTO IRRIG;TRANSFORMADOR TRIFASICO MOVEL 300 KVA
66141;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS APLIC HERBICIDA
66142;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS APLIC HERBICIDA
66143;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66144;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66145;IMPLEMENTO - JARDINAGEM;IMPLEMENTO;SOPRADOR COSTAL HUSQVARNA 570BTS
66146;IMPLEMENTO - DISTRIBUIDOR ADUBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS APLIC HERBICIDA
66147;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;TERMONEBULIZADOR VALMA PROFOG FORMIGA 02
66148;IMPLEMENTO - SEPARADOR MAGNETICO;IMPLEMENTO;SEPARADOR MAGNETICO
66149;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
